filename,spkr_id,sentence
speaker_011-072454-1.wav,695,bên cạnh đó hình thức đầu tư của các hãng hàng không quốc gia cũng dần đa dạng hơn
speaker_011-075782-1.wav,576,hai người đều sai sứ đến triều đình nhà đường xin nhà vua ân xá cho ngô nguyên tế song không được chấp thuận
speaker_011-077365-1.wav,463,bên cạnh đó cô còn rất tích cực tham gia các hoạt động từ thiện
speaker_011-079413-1.wav,463,ở lớp nhi luôn là người tiên phong các phong trào đoàn thể
speaker_011-083253-1.wav,463,vừa đánh một nữ sinh trong nhóm còn dằn mặt nạn nhân không được nói xấu người khác
speaker_011-084021-1.wav,463,cô tươi cười chào hỏi bạn bè và người thân có mặt trong lễ hỏi của mình
speaker_011-086581-1.wav,463,khi đó chỉ là bỏ tiền mua một căn hộ ảo trên cao thôi
speaker_011-099125-1.wav,463,trưa nghỉ cô lại tranh thủ về nhà lo bữa trưa cho ông
speaker_011-115717-1.wav,100,thời trần phật giáo phát triển khá thịnh được nhà nước suy tôn chọn làm quốc giáo nhưng phật giáo không phải là học thuyết chính trị
speaker_011-119045-1.wav,100,nó có tác dụng làm cho thanh thản trầm tĩnh chống nôn mửa
speaker_012-000704-1.wav,259,lần thứ hai con hổ tấn rình tấn công đường tam tạng thì bị tôn ngộ không từ trên không lao xuống dùng thiết bổng đánh chết ngộ không đã lấy da con hổ để làm áo mặc và bộ da hổ này theo tôn ngộ không suốt quá trình đi thỉnh kinh
speaker_012-010432-1.wav,259,hiện có đền nghè ở an biên hải phòng thờ bà
speaker_012-018368-1.wav,124,hoàn ôn đóng quân thêm một thời gian nữa nhưng vẫn không thể kêu gọi được tầng lớp này
speaker_012-027218-1.wav,1054,những cuộc thi hùng biện của các câu lạc bộ sinh viên thường xuyên được tổ chức
speaker_012-037970-1.wav,1054,hưng sẽ làm tất cả để quý vị có một đêm diễn thật hay ấn tượng và khó quên
speaker_012-045138-1.wav,1054,lấy danh nghĩa trường đại học cao đẳng cung cấp hồ sơ miễn phí cho thí sinh
speaker_012-047442-1.wav,1054,một đất nước sẽ lâm nguy nếu có quá nhiều người làm khoa học
speaker_012-048210-1.wav,1054,tốc độ cho phép ở khu vực này là bảy mươi hai ki lô mét trên giờ
speaker_012-061266-1.wav,1054,giá công kết tóc là cao nhất và mất tới tám tiếng đồng hồ để hoàn thành
speaker_012-063826-1.wav,1054,khi cô gái gọi lại thì anh đang nghe một cuộc gọi khác không bắt máy được
speaker_012-068544-1.wav,259,khi đó đại bộ phận cư dân an huy không phải là tộc hoa hạ song về sau những người đông di và sơn việt này đã dần dần đồng hóa thành tộc hán
speaker_012-072128-1.wav,124,cự nhiên kế thừa trực tiếp họa pháp của đổng nguyên các tác phẩm nổi tiếng có thể kể đến như vạn hác tùng phong đồ tằng nham tùng thụ đồ
speaker_012-078528-1.wav,124,mỗi thành viên đảm nhận một hoặc một vài vị trí khác nhau như chỉ huy lính lái sĩ quan liên lạc xạ thủ nạp đạn
speaker_012-087634-1.wav,1054,chính những dòng chảy này đã giúp ngân hàng nhà nước tăng dự trữ ngoại hối
speaker_012-090450-1.wav,1054,khi người ta không tin anh chết thật thì anh nhẹ nhàng ra đi như khói
speaker_012-090816-1.wav,124,theo lời giả tự đạo lý tông nhận hàng tướng mông cổ là lý đàn ở kinh đông
speaker_012-104018-1.wav,1054,việc trang làm đám cưới yên bề cuộc sống gia đình sẽ làm bố mẹ yên tâm hơn
speaker_012-108882-1.wav,1054,trước đây mới chỉ đi giúp việc cho các gia đình chứ chưa bao giờ nuôi chó
speaker_012-113234-1.wav,1054,các em sẽ tự tin hơn khi bước vào kỳ thi tốt nghiệp sắp tới ông việt nói
speaker_013-000007-1.wav,963,ba cửa tiền diện này đều được làm bằng gỗ mỗi cửa có bôn cánh kiểu cửa chớp cùng các bức xuyên hoa ở trên được chạm thủng tinh tế các ô hình học tạo không khí thoáng giữa bên trong và bên ngoài đình
speaker_013-003079-1.wav,963,các phái sinh phổ biến hơn trong thời kỳ hiện đại nhưng nguồn gốc của chúng được tìm thấy từ vài thế kỷ trước
speaker_013-010247-1.wav,963,ví dụ như vào mùa hè một số nước ôn đới hoặc gần vùng cực thực hiện quy ước giờ mùa hè chỉnh giờ sớm lên một giờ
speaker_013-011527-1.wav,963,người dân kính trời và tin thần tôn sùng đạo đức đọc sách thánh hiền có trách nhiệm cao đối với sự hưng thịnh của xã tắc
speaker_013-049670-1.wav,963,theo từ điển hán việt sa có nghĩa là nhiều khổ não
speaker_013-050438-1.wav,229,thượng tọa thích thiện minh sau đó đã chết trong trại giam
speaker_013-060166-1.wav,963,đây là một huyện nông nghiệp chủ yếu là trồng lúa và hoa quả
speaker_013-061446-1.wav,963,tống lý tông bài xích triệt để cựu đảng của sử di viễn triều chính từng có biến đổi
speaker_013-063238-1.wav,963,đảng dân chủ cũng có nhiều ảnh hưởng tại các thành phố lớn
speaker_013-079367-1.wav,963,tại trường trung học ông nổi tiếng là một người cầu toàn hay kẻ đọc bất cứ cuốn nào có được theo lời kể của một người bạn học
speaker_013-080135-1.wav,963,ông nguyên là phó chánh xứ của nhà thờ chính tòa cần thơ nguyên giám đốc trường trung học đồng tâm tại cần thơ nguyên chánh xứ bảo lộc cà mau và chánh xứ cái rắn cà mau
speaker_013-121606-1.wav,963,giữa cuộc hổn loạn trong ngày hôn lễ cả bọn bốn người trốn khỏi lâu lan thành mang theo cô gái hôn mê mà sau này họ mới biết đó là bạch phi phi
speaker_014-000343-1.wav,748,sinh viên vào vai giám đốc ngân hàng giải quyết bài toán kinh tế
speaker_014-001367-1.wav,748,tự nhiên và tự tin như người hà nội nhưng một khi ra đường thì chỉn chu đâu thừa
speaker_014-015191-1.wav,748,ngân hàng thương mại thừa ngoại tệ túi tiền gửi thì thừa túi để bán thì không có
speaker_014-017983-1.wav,133,vấn đề bảo mật thẻ nghiêm trọng tới mức đến cả tôi cũng bị ảnh hưởng
speaker_014-019463-1.wav,543,có lẽ nhà mạc đã học được tấm gương của tề hoàn công thời xuân thu dám dùng quản trọng dù từng có cái thù bắn tên vào đai áo
speaker_014-021823-1.wav,649,lần đầu tiên công ty gốc việt thắng thầu hợp đồng hai phẩy bảy tỷ đô la tại hoa kỳ
speaker_014-022905-1.wav,748,các bạn nhận định thế nào về xu hướng phát triển của phương thức làm phim mới này
speaker_014-023559-1.wav,793,trữ lượng nhiên liệu của nó bao gồm dầu và than cho phép nó tầm hoạt động ở tốc độ đường trường
speaker_014-023639-1.wav,269,các phòng học được mắc tạm bằng những tấm bạt để che mưa che nắng
speaker_014-024127-1.wav,133,ồ ạt khai thác địa long bán cho thương lái trung quốc
speaker_014-024407-1.wav,748,trong vấn đề lao động thì tiền nào của nấy
speaker_014-025607-1.wav,543,bờ vai bị bỏng càng đau thêm khiến chàng kêu lên đau đớn
speaker_014-026375-1.wav,543,chi mậu tiến chiếm bắc sơn cắt đứt đường đi lâm thao củng xương
speaker_014-029759-1.wav,133,chính vì thế các doanh nghiệp chỉ phải đào tạo bổ sung để đáp ứng yêu cầu công việc
speaker_014-030527-1.wav,678,ông lớn ngân hàng lại cắt giảm lãi suất huy động
speaker_014-032519-1.wav,543,tấn lệ công muốn cho ngoại thích vào triều làm đại phu và bỏ bớt các đại phu đương nhiệm
speaker_014-032831-1.wav,133,phát hiện chất cấm mới trong chăn nuôi là chất nhuộm công nghiệp
speaker_014-038151-1.wav,875,khi bắc tề văn tuyên đế thay ngôi nhà đông ngụy lấy tư chánh làm đô quan thượng thư nghi đồng tam tư
speaker_014-040711-1.wav,869,nó làm cho đêm tân hôn đáng lẽ ra rất hạnh phúc cực kỳ xúc động trở thành cái đêm lo âu nếu như không thấy ra máu và một số người được cho là sự ích kỉ ghen tuông thái quá chi phối lấn át lí trí dẫn đến suy nghĩ tiêu cực không tìm hiểu rõ nguyên nhân dẫn đến nghi ngờ người phụ nữ
speaker_014-055382-1.wav,352,chị xuân trò chuyện cùng tuấn anh chờ đến khi em trai đến giờ vào lớp
speaker_014-071767-1.wav,748,các trường nay bầu hiệu trưởng này mai bầu hiệu trưởng khác việc gì mà phải xin bộ
speaker_014-075351-1.wav,443,lúc trước mệt mỏi lắm không biết giải quyết ra sao
speaker_014-076631-1.wav,748,cách mà cặp đôi này thể hiện tình cảm cũng khiến không ít người thầm ganh tỵ
speaker_014-080215-1.wav,748,quang đại học kinh tế còn thảm hơn khi đi ở nhờ liên tục
speaker_014-080727-1.wav,615,năm nay em có nguyện vọng thi lại đại học
speaker_014-081727-1.wav,133,đặc biệt tỷ trọng giáo viên được cấp giấy phép làm việc ở việt nam là rất cao
speaker_014-082263-1.wav,748,sau cuộc thi này thì phương vẫn sẽ quay về với sân khấu kịch
speaker_014-083975-1.wav,543,hồ chí minh nói muốn thắng lợi phải trường kỳ gian khổ muốn trường kỳ phải tự lực cánh sinh
speaker_014-087871-1.wav,133,một tăng thanh hà khi yêu thì sẽ như thế nào
speaker_014-088127-1.wav,133,nghỉ hưu bà nghĩ rằng mình sẽ có thời gian đi đây đó
speaker_014-088327-1.wav,543,các thanh giằng được gia cố cũng nối hệ thống truyền động với phần sau của thân máy bay phía trước cánh thăng bằng
speaker_014-090455-1.wav,748,chính vì thế mà họ có cảm giác nhanh nhạy hơn các bạn trẻ việt
speaker_014-092423-1.wav,543,nguyễn hành là người làng tiên điền huyện nghi xuân trấn nghệ an nay thuộc tỉnh hà tĩnh
speaker_014-095495-1.wav,543,họ nguyễn ngươi liệu sức có thể kháng cự mãi được không
speaker_014-096263-1.wav,199,lý khắc dụng biết việc đó vờ như không biết gì
speaker_014-098311-1.wav,543,nước tấn cầm đầu quân chư hầu sang đánh họ hoa cứu tống nguyên công
speaker_014-099335-1.wav,543,là một xã có lực lượng lao động ngành xây dựng tương đối hùng hậu
speaker_014-100359-1.wav,543,họ cho máy bay dội bom và bắn phá nhiều làng mạc có thôn xóm không còn ai sống sót
speaker_014-100671-1.wav,353,dưới đây là năm vấn đề thường gặp nhất khi sử dụng ghế cho trẻ nhỏ trên ô tô
speaker_014-101439-1.wav,353,nhiệt độ ảnh hưởng tới giới tính của côn trùng
speaker_014-105223-1.wav,543,ngay sau đó nhĩ chu vinh đã lật đổ thái hậu và từ thời điểm này trở đi các hoàng đế bắc ngụy không còn có đầy đủ quyền lực trên thực tế
speaker_014-105735-1.wav,440,nấm mộ của anh vừa chôn xuống đã bị trúng pháo nổ tung
speaker_014-107271-1.wav,543,khi lưu dụ đi dẹp lư tuần có chiếu cho nghị ở lại trông coi mọi việc trong ngoài
speaker_014-108551-1.wav,869,tình dục hậu môn ít xảy ra hơn vì kích cỡ dương vật của khách hàng tây phương quá lớn so với hậu môn của những người bán dâm
speaker_014-110399-1.wav,133,nếu như có đại gia nào đó ngỏ lời chăm lo cho bạn bạn nghĩ thế nào
speaker_014-169824-1.wav,332,sẽ rất nhanh chóng và tiện lợi khi viết cũng như gõ bàn phím máy tính
speaker_014-171104-1.wav,332,ở những khu vực trên người dân cũng toát mồ hôi để chống trộm
speaker_014-179808-1.wav,763,xin hỏi với những bệnh nhân bị mất đồ trong phòng khám như tôi ai sẽ là người bồi thường
speaker_014-181600-1.wav,763,điều đó tốt cho chính bạn tôi và mọi người
speaker_014-232544-1.wav,332,bạn có những thắc mắc về sức khỏe của mình mà không biết hỏi ai
speaker_014-233568-1.wav,332,cục di sản kêu ca cán bộ nhận lỗi nhưng rồi nói vài câu là xong
speaker_014-235104-1.wav,763,nga tiêu diệt trùm khủng bố hai cảnh sát thiệt mạng
speaker_014-237408-1.wav,332,tôi cảm thấy thật khủng khiếp không còn tâm trí sức lực cho việc nào khác
speaker_014-240992-1.wav,763,chuyến thăm của ông diễn ra chỉ hai ngày sau chuyến thăm của tổng thống mỹ barack obama
speaker_014-246624-1.wav,763,dù vậy quan hệ đồng minh một thời cũng khó mà gần gũi được như cũ
speaker_014-302432-1.wav,332,cuối mỗi học kỳ sẽ có đánh giá học sinh về hạnh kiểm và học lực
speaker_014-304224-1.wav,332,lúc khác thì lại phải biến chúng thành quyết đoán phá cách như người mỹ
speaker_014-312672-1.wav,763,giọng họa mi hoang dã ngập tràn âm hưởng núi rừng
speaker_014-364128-1.wav,332,dân không tin mình thì làm sao lãnh đạo điều hành được
speaker_014-364896-1.wav,332,cá nhân tôi mong muốn hai điều từ việc sửa đổi luật đất đai
speaker_014-366432-1.wav,332,một tổ kiểm tra được thành lập gồm bốn thành viên đứng đầu là chánh thanh tra sở nội vụ
speaker_014-373344-1.wav,763,nhiều nước trên thế giới đã tổ chức mô hình chính quyền đô thị để đáp ứng nhu cầu
speaker_014-431712-1.wav,332,họ phải đổ cát xuống để chuyển sang xe nhỏ hơn chở dần đi
speaker_014-435552-1.wav,332,qua thời gian cơn lốc du canh theo dưa kéo gần cả làng rời khỏi quê
speaker_014-440416-1.wav,763,dần dà mỗi năm những xác chết gặp nạn trên biển cứ ngày một nhiều lên
speaker_014-441696-1.wav,763,chăm con đến bữa chị đi xin cơm từ thiện ăn
speaker_014-442976-1.wav,763,ánh nói ngồi dưới này quan sát cũng chẳng khác gì so với ở trên ấy
speaker_015-002824-1.wav,837,lịch sử cũng như gia phả dòng họ mạc không cho biết nhiều thông tin tại sao một người vốn xuất thân từ hoàng tộc nhà mạc lại chọn con đường phò tá một nhân vật vốn thuộc phía đối địch với nhà mạc như đoan quận công nguyễn hoàng
speaker_015-007943-1.wav,837,tuy nhiên theo khẳng định của ông tuấn kết quả đánh giá không thuyết phục
speaker_015-010248-1.wav,435,điều này khiến chênh lệch giờ giữa các địa phương thêm phức tạp
speaker_015-011528-2.wav,435,tìm cầu chân lý kiên định hành thiện
speaker_015-015112-1.wav,837,ân đức của nhân tông nổi danh đương thời ông chủ trương không quá hà khắc hình luật trọng giáo dục văn học chế độ hiến chương triều đình là người hiền minh sáng suốt tuổi còn nhỏ mà là vị minh quân khó ai bì
speaker_015-016904-1.wav,837,chính người trung quốc đã phát triển kiểu canh tác của mình đến mãn châu
speaker_015-017928-1.wav,281,hồ chí minh cũng không vội vàng triệu tập nội các
speaker_015-018696-1.wav,837,thời gian này ông viết một số ca khúc như nhớ ơn hồ chủ tịch quê tôi ở miền nam
speaker_015-018951-1.wav,837,khi rút gọn xuống còn ba hay bốn bậc thanh thì những tồn tại này vẫn hiện hữu
speaker_015-028935-1.wav,435,trung quốc đã có những hành động trả đũa đối với hàng hóa nước ngoài nhất là hàng hóa mỹ
speaker_015-034823-1.wav,435,học trong tâm trạng thoải mái chứ không ép mình
speaker_015-035591-1.wav,435,thông tin về trường đại học kiến trúc đà nẵng
speaker_015-053511-1.wav,379,cuối cùng chỉ có trung sơn và nghiệp thành là còn nằm trong tay hậu yên
speaker_015-061447-1.wav,837,tống lý tông đáp ứng yêu cầu của mông cổ mông cổ bằng lòng rằng sau khi diệt kim sẽ đem hà nam giao cho tống
speaker_015-067592-1.wav,837,đến nơi thì trời vừa sáng có tin báo trịnh doanh tự đem quân ra giữ ở bến nam tân
speaker_015-068104-1.wav,837,để thu phục sứ quân ngô nhật khánh bộ lĩnh đã đem gả con gái ông là công chúa phất kim cho khánh
speaker_015-076040-1.wav,435,nhưng khi quân xe tăng máy bay tàu chiến đang cõng trên lưng mà đến lượt đi tiếp thì các quân trên lưng được phép đi và ăn theo các hướng khác nhau nghĩa là có thể chỉ một nước đi tổ hợp quân đó có thể ăn vài ba quân của dối phương
speaker_015-082951-1.wav,837,ngân hàng chạy đua bỏ trần lãi suất huy động
speaker_015-083207-1.wav,837,dịp này các em được tham gia ngày hội đọc sách
speaker_015-090631-1.wav,435,ba cầu trung và hai cầu nhỏ còn lại mười ba phẩy năm năm ki lô mét đã xây dựng
speaker_015-091143-1.wav,435,một trong những mặt hàng nhạy cảm tăng giá liên tục là gas
speaker_015-093447-1.wav,435,công trình này bị nghi là của một quan chức địa phương
speaker_015-094471-1.wav,435,đại học bách khoa thuộc đại học đà nẵng khoa sư phạm kỹ thuật
speaker_015-095495-1.wav,837,có nhiều người bỏ việc vì không có được mối quan hệ tốt với cấp trên
speaker_015-096775-1.wav,435,cổ phiếu luôn có chủ vì vậy khi người này thoái thì người khác mua vào
speaker_015-098823-1.wav,435,điều đó đã khiến cho khả năng vũ đạo của các bạn được cải thiện một cách đáng kể
speaker_015-122887-1.wav,837,theo đề xuất của môn hạ thị lang hạ hầu tư đường ý tông bổ nhiệm vương thức là chiết đông quan sát sứ thay thế trịnh kỳ đức
speaker_016-019976-1.wav,229,nhưng sau khi ông khách đó đi chứng kiến cảnh chị chăm sóc chồng từng tí một và cảnh chị cõng chồng đi lên đi xuống gác nhiều lần để kỷ niệm ngày sinh nhật cho chồng cho anh được thay đổi không khí để có thể sống khỏe hơn tử lâm đã khuyến khích cảnh xuyên lấy người đàn bà đó
speaker_016-021256-1.wav,229,các cơ quan trong hệ thống chính trị của thị xã thái hòa kế thừa toàn bộ cơ sở vật chất trụ sở của huyện nghĩa đàn cũ
speaker_016-024840-1.wav,229,tuy nhiên với các máy có cấu hình thấp thì không phát huy được hết hiệu quả của tính năng này
speaker_016-027912-1.wav,229,phần thì phẫn chí phần thì thương dân như vừa nêu sơ lược ở phần trên cao bá quát bí mật liên hệ với những thổ mục người dân tộc ở tây bắc là vũ kim thanh đinh công mỹ bạch công trân
speaker_016-029448-1.wav,229,cá sấu là một trong những động vật săn mồi nguy hiểm hàng đầu trong tự nhiên với sức mạnh và kỹ năng của mình chúng có thể tấn công bất cứ con vật nào đang uống nước hoặc bơi qua các dòng sông đầm lầy chỉ trừ những con voi hoặc hà mã trưởng thành nếu số lượng cá sấu không quá nhiều
speaker_016-029960-1.wav,229,kiến trúc của chùa ngày nay hoàn toàn nguyên vẹn từ năm đó
speaker_016-049928-1.wav,699,đông giáp quận thốt nốt quận ô môn tây giáp huyện vĩnh thạnh và tỉnh kiên giang nam giáp huyện thới lai bắc giáp quận thốt nốt và huyện vĩnh thạnh
speaker_016-088584-1.wav,419,thạnh nghiêm mặt phản bác cho rằng bề tôi không thể biết mà không nói như thế thì chẳng thể trách hoàng đế không anh minh
speaker_016-088840-1.wav,229,một điều khác nữa là ở nam bộ không hề phân biệt dân cố cựu dân ngụ cư
speaker_016-093192-1.wav,229,cách làm này lợi cho trăm họ lại có ích cho quốc gia thực là kế hay
speaker_016-100872-1.wav,229,ông luôn đề cao vai trò sáng tạo của đội ngũ nghệ sĩ tài ba của ông
speaker_016-113928-1.wav,229,tôn lâm phủ bèn tập hợp lực lượng ở ấp thích khởi binh đánh vệ hiến công
speaker_017-001033-1.wav,511,ông được lý huệ tông phong làm thái úy giữ chức phụ chính thay cho đỗ kính tu vừa bị tô trung từ sát hại
speaker_017-003337-1.wav,752,khi đội ngũ tống táng lên đường vũ đế tự mình đến cửa nam đại tư mã tiễn đưa
speaker_017-005897-1.wav,511,sau mười năm tái thống nhất đức có thể nhận ra được nhiều tiến bộ to lớn trong việc nâng cao mức sống của người dân đông đức một nền kinh tế thị trường được thiết lập và hệ thống hạ tầng cơ sở được cải tiến
speaker_017-008457-1.wav,834,kỳ mục còn được gọi là hội đồng kỳ mục do tiên chỉ và thứ chỉ đứng đầu ở miền nam sau này hội đồng kỳ mục được gọi là hội tề do hương cả đứng đầu
speaker_017-017161-1.wav,834,sau khi chết xác quý phi chỉ là chôn vội ven đường sau đó binh lính hành quân tiếp
speaker_017-019209-1.wav,511,tất cả để phục vụ điệp viên nổi tiếng hai trung
speaker_017-053000-1.wav,834,chú hạng vũ là hạng bá đang đêm ruổi ngựa đến báo cho ông biết để trả ơn cưu mang trước đây
speaker_017-057096-2.wav,834,cổn bình thấy mã não sơn hiểm trở chiếm cứ nơi ấy
speaker_017-061192-1.wav,556,quan thần trong triều bấy giờ bị tàn sát vô tội vạ
speaker_017-062472-1.wav,511,chu công cơ đán phải thân chinh sang phía đông dẹp loạn
speaker_017-065545-2.wav,511,đê điều cũng thực hiện thường xuyên
speaker_017-071433-1.wav,511,ngay cả các thể chế tự do cũng có thể bị lạm dụng để hạn chế thay vì đề cao tự do
speaker_017-075529-1.wav,834,nhưng chúng có chiến thuật săn mồi rất thông minh hoạt động bầy đàn lấy số đông để lấn át đối phương
speaker_017-078089-1.wav,589,tổ chức thực hiện việc bảo vệ tài nguyên khoáng sản chưa khai thác ở địa phương tổ chức và kiểm tra việc khai thác tận thu ở địa phương
speaker_017-082697-1.wav,834,bấy giờ ông đã biết vị chủ tịch chính phủ nước việt nam dân chủ cộng hòa là người bạn năm xưa nên đã nhận lời
speaker_019-000778-1.wav,830,sau này người vân kiều ít bẫy được hổ vì hổ đã rất hiếm lại tinh khôn nhưng với thuốc nổ người ta cứ đặt bộc phá vào con mồi hổ đến ăn chắc chắn sẽ bị tiêu diệt
speaker_019-001034-1.wav,148,ít lâu sau huệ tông lại phong cho ông tước vương
speaker_019-002677-1.wav,131,quan vũ và trương phi không đến hội minh với viên thiệu đánh đổng trác
speaker_019-003634-1.wav,952,các thí sinh gợi cảm trong trang phục áo tắm
speaker_019-004362-1.wav,830,hiến pháp việt nam cộng hòa đã thể hiện khá đầy đủ tinh thần của chủ nghĩa hợp hiến
speaker_019-007946-1.wav,148,người ta cũng cho rằng chúng ăn trứng của các loại cá khác
speaker_019-008458-1.wav,830,kỳ dịch hay còn gọi là lý dịch thường do hội đồng kỳ mục cử ra có nhiệm vụ thực thi quyết định của hội đồng kỳ mục
speaker_019-008714-1.wav,830,việc chiếm đóng thành đô là mốc đỉnh cao của nhà nam chiếu từ đó trở đi vương quốc nam chiếu bắt đầu suy yếu
speaker_019-011058-1.wav,952,hãy nắm rõ giá trị thị trường của các xe trước khi tới đại lý
speaker_019-015989-1.wav,430,những nhà tù này thường xây dựng đơn giản nhưng rất kiên cố
speaker_019-022389-1.wav,131,các châu đặt trị sở gọi là phủ bố trí lưu thủ kiêm nguyên soái giao quyền quân chính còn bố trí đông tây tào giống như môn hạ trung thư tỉnh tại triều đình
speaker_019-025205-1.wav,131,khi đó chỉ còn cách lễ quốc khánh chưa đầy hai tháng may mà biên đạo và diễn viên đều là nhân vật có trình độ cao có thể nói là hạng nhất trung quốc lúc đó
speaker_019-027509-1.wav,533,chưa được bao lâu thì vua anh tông muốn gọi quốc dĩ về
speaker_019-035633-1.wav,1053,bán mỹ phẩm kem dưỡng da kem chống nắng cũng kiếm bộn
speaker_019-047153-1.wav,117,vậy thì cứ ở bên anh rồi tự tử đền tội
speaker_019-048177-1.wav,952,ngân hàng nhà nước chào thầu hai mươi sáu nghìn lượng vàng
speaker_019-061193-1.wav,830,đặc biệt chàng có biệt tài về âm nhạc trời phú cho có đôi tay tinh tường những ngón tay như thần có thể điều khiển tiếng đàn
speaker_019-062729-1.wav,830,theo đó thì chính phủ mỹ dành ưu tiên nhập cảnh cho những cựu quân nhân viên chức của việt nam cộng hòa giam từ ba năm trở lên
